data;Classe A 0 Sentido C;Classe A 0 Sentido D;Classe A 0 Total;Classe B 0 Sentido C;Classe B 0 Sentido D;Classe B 0 Total;Classe C 0 Sentido C;Classe C 0 Sentido D;Classe C 0 Total;Classe D 0 Sentido C;Classe D 0 Sentido D;Classe D 0 Total;Classe E 0 Sentido C;Classe E 0 Sentido D;Classe E 0 Total;Classe F 0 Sentido C;Classe F 0 Sentido D;Classe F 0 Total;Classe G 0 Sentido C;Classe G 0 Sentido D;Classe G 0 Total;Classe H 0 Sentido C;Classe H 0 Sentido D;Classe H 0 Total;Classe I 0 Sentido C;Classe I 0 Sentido D;Classe I 0 Total;Classe J 0 Sentido C;Classe J 0 Sentido D;Classe J 0 Total;Classe L 0 Sentido C;Classe L 0 Sentido D;Classe L 0 Total;Todos 0 Sentido C;Todos 0 Sentido D;Total Geral
25/07/2015;222;219;441;127;101;228;20;32;52;9;13;22;15;36;51;8;7;15;0;0;0;24;10;34;2177;3749;5926;556;841;1397;104;127;231;3262;5135;8397
26/07/2015;219;157;376;82;53;135;14;11;25;13;8;21;24;11;35;10;6;16;0;0;0;20;3;23;4709;2753;7462;901;581;1482;130;104;234;6122;3687;9809
27/07/2015;300;354;654;184;191;375;23;26;49;16;12;28;27;33;60;18;11;29;0;0;0;22;4;26;2753;2356;5109;718;447;1165;108;120;228;4169;3554;7723
28/07/2015;302;343;645;185;181;366;42;34;76;18;25;43;14;50;64;11;18;29;0;0;0;16;6;22;2061;2083;4144;464;405;869;102;110;212;3215;3255;6470
29/07/2015;370;371;741;199;182;381;27;34;61;23;28;51;19;37;56;15;16;31;0;1;1;25;14;39;2139;2136;4275;469;431;900;144;110;254;3430;3360;6790
30/07/2015;325;390;715;208;199;407;33;38;71;17;23;40;22;37;59;25;10;35;0;0;0;16;12;28;2063;2096;4159;425;369;794;143;130;273;3277;3304;6581
31/07/2015;337;313;650;195;198;393;30;36;66;19;23;42;10;43;53;11;16;27;0;0;0;26;10;36;2321;2707;5028;498;593;1091;156;130;286;3603;4069;7672
01/08/2015;241;199;440;130;98;228;20;18;38;10;12;22;8;20;28;7;9;16;0;1;1;13;12;25;2220;3164;5384;531;722;1253;115;116;231;3295;4371;7666
02/08/2015;178;141;319;63;28;91;24;17;41;21;5;26;17;13;30;19;7;26;0;0;0;23;4;27;4000;2857;6857;782;615;1397;141;77;218;5268;3764;9032
03/08/2015;289;351;640;156;186;342;21;23;44;13;18;31;27;23;50;9;9;18;0;0;0;15;4;19;2244;2077;4321;734;430;1164;140;144;284;3648;3265;6913
04/08/2015;273;331;604;180;149;329;17;37;54;21;27;48;19;41;60;7;14;21;0;0;0;5;9;14;1824;1958;3782;461;404;865;143;118;261;2950;3088;6038
05/08/2015;332;321;653;213;187;400;29;29;58;18;23;41;15;40;55;7;15;22;1;0;1;10;4;14;1907;1994;3901;448;392;840;158;126;284;3138;3131;6269
06/08/2015;307;404;711;186;210;396;27;52;79;14;22;36;22;29;51;11;12;23;0;0;0;10;9;19;1954;1950;3904;427;377;804;142;143;285;3100;3208;6308
07/08/2015;364;362;726;182;164;346;19;43;62;23;20;43;14;35;49;10;17;27;0;1;1;14;11;25;2144;2862;5006;471;623;1094;163;160;323;3404;4298;7702
08/08/2015;238;207;445;128;124;252;25;22;47;13;14;27;18;29;47;6;15;21;0;0;0;10;8;18;2320;3479;5799;555;822;1377;135;115;250;3448;4835;8283
09/08/2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/08/2015;189;270;459;122;137;259;13;25;38;15;17;32;15;26;41;11;9;20;0;0;0;9;4;13;2499;2348;4847;331;295;626;96;97;193;3300;3228;6528
11/08/2015;293;354;647;187;198;385;35;38;73;19;41;60;20;37;57;13;17;30;1;0;1;17;17;34;1695;1880;3575;434;367;801;127;124;251;2841;3073;5914
12/08/2015;377;372;749;226;179;405;39;36;75;15;24;39;24;43;67;11;13;24;0;0;0;4;7;11;1793;1880;3673;471;390;861;161;130;291;3121;3074;6195
13/08/2015;326;412;738;199;211;410;27;26;53;23;31;54;21;35;56;4;17;21;0;1;1;13;9;22;1864;2010;3874;412;364;776;154;133;287;3043;3249;6292
14/08/2015;386;380;766;196;213;409;35;40;75;16;29;45;28;46;74;10;13;23;0;0;0;21;5;26;2082;2832;4914;451;593;1044;158;160;318;3383;4311;7694
15/08/2015;208;211;419;128;113;241;13;16;29;13;18;31;12;27;39;9;8;17;0;1;1;11;15;26;1971;3111;5082;585;741;1326;136;117;253;3086;4378;7464
16/08/2015;176;149;325;85;43;128;17;10;27;6;6;12;13;11;24;8;3;11;1;0;1;18;8;26;4155;2533;6688;912;651;1563;140;98;238;5531;3512;9043
17/08/2015;283;347;630;154;210;364;22;35;57;18;8;26;18;27;45;8;8;16;0;0;0;12;3;15;2179;1959;4138;708;385;1093;127;107;234;3529;3089;6618
18/08/2015;327;377;704;171;198;369;32;35;67;11;28;39;21;38;59;9;11;20;0;1;1;5;13;18;1671;1776;3447;458;402;860;127;126;253;2832;3005;5837
19/08/2015;360;361;721;207;171;378;34;35;69;21;28;49;21;39;60;13;13;26;0;1;1;16;13;29;1769;1754;3523;406;353;759;162;136;298;3009;2904;5913
20/08/2015;331;401;732;195;198;393;28;30;58;20;18;38;15;41;56;14;9;23;0;0;0;21;15;36;1891;1812;3703;418;388;806;148;132;280;3081;3044;6125
21/08/2015;363;359;722;178;159;337;26;34;60;22;25;47;21;42;63;6;15;21;0;0;0;17;11;28;2143;2428;4571;441;534;975;152;128;280;3369;3735;7104
22/08/2015;229;205;434;128;126;254;22;19;41;11;20;31;27;24;51;3;13;16;0;1;1;13;8;21;1869;2654;4523;495;655;1150;125;119;244;2922;3844;6766
23/08/2015;172;116;288;74;34;108;11;9;20;10;10;20;22;9;31;5;3;8;0;0;0;18;4;22;3257;2369;5626;772;534;1306;141;68;209;4482;3156;7638
24/08/2015;309;385;694;170;209;379;24;46;70;29;20;49;14;37;51;13;7;20;0;0;0;7;4;11;1829;1903;3732;727;397;1124;130;103;233;3252;3111;6363
25/08/2015;336;374;710;183;201;384;25;36;61;19;18;37;16;42;58;9;22;31;0;0;0;9;9;18;1604;1827;3431;428;327;755;114;98;212;2743;2954;5697
26/08/2015;373;341;714;195;187;382;31;37;68;15;25;40;22;49;71;12;13;25;1;0;1;10;17;27;1781;1821;3602;430;361;791;158;127;285;3028;2978;6006
27/08/2015;319;393;712;168;211;379;20;25;45;24;17;41;32;37;69;11;9;20;0;0;0;17;13;30;1841;1863;3704;395;325;720;147;113;260;2974;3006;5980
28/08/2015;350;365;715;206;182;388;31;31;62;25;20;45;20;37;57;9;12;21;0;0;0;14;12;26;2098;2352;4450;409;526;935;186;132;318;3348;3669;7017
29/08/2015;227;223;450;121;118;239;19;29;48;16;20;36;10;27;37;8;8;16;0;1;1;12;8;20;1962;2782;4744;505;669;1174;116;101;217;2996;3986;6982
30/08/2015;158;122;280;75;28;103;13;12;25;11;8;19;24;12;36;11;4;15;1;0;1;21;1;22;3237;2452;5689;876;609;1485;152;71;223;4579;3319;7898
31/08/2015;278;353;631;165;186;351;26;30;56;21;14;35;12;33;45;9;3;12;0;0;0;11;3;14;1972;1938;3910;745;416;1161;167;114;281;3406;3090;6496
01/09/2015;265;328;593;189;194;383;34;53;87;17;27;44;20;50;70;9;13;22;0;1;1;12;6;18;1760;1761;3521;457;388;845;117;103;220;2880;2924;5804
02/09/2015;335;340;675;198;167;365;36;39;75;21;27;48;25;36;61;14;17;31;0;0;0;18;8;26;1876;1925;3801;416;356;772;155;105;260;3094;3020;6114
03/09/2015;387;463;850;206;207;413;36;54;90;19;29;48;28;34;62;16;19;35;0;1;1;19;7;26;1896;2002;3898;455;375;830;153;147;300;3215;3338;6553
04/09/2015;367;381;748;209;179;388;29;41;70;26;24;50;29;50;79;12;7;19;0;0;0;18;12;30;2460;3499;5959;444;611;1055;192;159;351;3786;4963;8749
05/09/2015;259;252;511;123;116;239;25;20;45;14;18;32;15;38;53;1;14;15;0;0;0;23;8;31;2236;5527;7763;540;1005;1545;138;170;308;3374;7168;10542
06/09/2015;195;132;327;58;49;107;12;5;17;11;1;12;17;13;30;6;3;9;0;0;0;19;3;22;3041;3257;6298;762;659;1421;123;80;203;4244;4202;8446
07/09/2015;189;210;399;91;70;161;19;12;31;8;17;25;22;6;28;8;2;10;0;0;0;17;1;18;6385;2509;8894;1046;456;1502;148;89;237;7933;3372;11305
08/09/2015;359;407;766;199;211;410;30;42;72;20;22;42;27;42;69;8;13;21;0;0;0;14;9;23;2603;2168;4771;834;396;1230;139;113;252;4233;3423;7656
09/09/2015;378;387;765;224;240;464;27;36;63;15;25;40;17;42;59;11;15;26;0;0;0;13;10;23;1871;1950;3821;462;377;839;150;98;248;3168;3180;6348
10/09/2015;343;432;775;201;214;415;31;47;78;22;22;44;25;48;73;12;19;31;2;2;4;9;18;27;1881;1873;3754;412;354;766;165;154;319;3103;3183;6286
11/09/2015;345;359;704;211;215;426;20;43;63;23;30;53;21;46;67;7;8;15;1;0;1;22;5;27;2211;2387;4598;448;544;992;169;147;316;3478;3784;7262
12/09/2015;257;249;506;132;143;275;19;25;44;16;27;43;15;42;57;8;12;20;0;0;0;15;10;25;1904;2766;4670;474;679;1153;147;127;274;2987;4080;7067
13/09/2015;221;156;377;91;63;154;16;14;30;14;12;26;14;14;28;4;5;9;0;0;0;13;1;14;3295;2472;5767;801;535;1336;131;76;207;4600;3348;7948
14/09/2015;333;392;725;202;246;448;21;42;63;18;21;39;16;32;48;15;10;25;1;0;1;10;5;15;2056;2114;4170;695;410;1105;131;138;269;3498;3410;6908
15/09/2015;329;353;682;191;188;379;30;43;73;28;17;45;21;43;64;11;14;25;0;0;0;16;2;18;1749;1769;3518;458;374;832;167;114;281;3000;2917;5917
16/09/2015;354;362;716;202;173;375;25;32;57;21;22;43;18;35;53;9;12;21;0;0;0;15;7;22;1834;1817;3651;446;408;854;145;125;270;3069;2993;6062
17/09/2015;325;425;750;205;215;420;25;37;62;13;26;39;23;42;65;15;12;27;0;1;1;20;7;27;1823;1823;3646;411;383;794;150;122;272;3010;3093;6103
18/09/2015;351;336;687;198;176;374;25;43;68;25;28;53;29;40;69;16;13;29;0;1;1;12;6;18;2157;2477;4634;460;627;1087;158;153;311;3431;3900;7331
19/09/2015;212;219;431;114;124;238;24;31;55;8;16;24;20;20;40;7;12;19;0;0;0;19;0;19;1824;2813;4637;555;832;1387;121;118;239;2904;4185;7089
20/09/2015;232;183;415;137;74;211;27;22;49;13;9;22;18;10;28;14;4;18;0;0;0;20;1;21;3421;2630;6051;2659;1503;4162;227;203;430;6768;4639;11407
21/09/2015;324;375;699;194;196;390;21;47;68;18;21;39;34;40;74;12;7;19;0;0;0;14;7;21;2211;2065;4276;817;416;1233;137;115;252;3782;3289;7071
22/09/2015;330;391;721;198;170;368;25;31;56;15;19;34;21;41;62;8;17;25;0;0;0;10;8;18;1673;1869;3542;450;340;790;141;103;244;2871;2989;5860
23/09/2015;385;409;794;197;197;394;26;39;65;22;15;37;20;36;56;14;15;29;0;0;0;9;12;21;1767;1949;3716;400;362;762;153;109;262;2993;3143;6136
24/09/2015;359;447;806;236;243;479;35;39;74;23;34;57;30;42;72;19;5;24;0;0;0;16;8;24;1918;1889;3807;411;379;790;149;139;288;3196;3225;6421
25/09/2015;334;383;717;224;218;442;29;40;69;29;29;58;19;38;57;12;5;17;0;0;0;14;6;20;2315;2675;4990;468;580;1048;172;137;309;3616;4111;7727
26/09/2015;249;245;494;139;126;265;18;36;54;10;17;27;28;24;52;8;10;18;0;0;0;17;7;24;2173;3246;5419;542;733;1275;126;116;242;3310;4560;7870
27/09/2015;291;235;526;101;64;165;12;12;24;13;5;18;28;17;45;7;2;9;0;0;0;18;4;22;4012;2893;6905;796;512;1308;146;89;235;5424;3833;9257
28/09/2015;325;406;731;190;228;418;28;49;77;20;16;36;22;39;61;16;12;28;0;0;0;9;6;15;2243;2055;4298;730;376;1106;174;115;289;3757;3302;7059
29/09/2015;351;394;745;219;213;432;16;31;47;20;23;43;20;42;62;10;12;22;0;0;0;15;9;24;1832;1994;3826;445;383;828;124;102;226;3052;3203;6255
30/09/2015;353;382;735;228;170;398;30;38;68;25;24;49;37;46;83;11;19;30;0;1;1;9;13;22;1890;2057;3947;508;399;907;137;123;260;3228;3272;6500
01/10/2015;152;193;345;113;77;190;11;18;29;11;16;27;17;15;32;5;6;11;0;0;0;12;2;14;2527;2836;5363;252;150;402;67;51;118;3167;3364;6531
02/10/2015;426;442;868;372;376;748;39;57;96;15;21;36;14;35;49;6;17;23;1;1;2;26;11;37;2277;3367;5644;513;591;1104;186;160;346;3875;5078;8953
03/10/2015;326;331;657;155;164;319;28;34;62;15;14;29;15;32;47;4;7;11;0;0;0;16;7;23;2714;3908;6622;507;759;1266;167;169;336;3947;5425;9372
04/10/2015;296;200;496;79;54;133;30;13;43;19;12;31;8;16;24;7;2;9;0;1;1;18;4;22;4847;3213;8060;970;573;1543;181;114;295;6455;4202;10657
05/10/2015;375;439;814;198;223;421;25;47;72;15;19;34;24;24;48;6;7;13;0;0;0;21;3;24;2547;2081;4628;775;346;1121;159;129;288;4145;3318;7463
06/10/2015;337;373;710;194;180;374;25;29;54;13;21;34;22;41;63;9;12;21;0;1;1;18;11;29;1726;1892;3618;459;372;831;123;95;218;2926;3027;5953
07/10/2015;382;406;788;224;186;410;21;29;50;28;29;57;29;30;59;23;15;38;0;0;0;20;8;28;1884;1913;3797;487;373;860;118;104;222;3216;3093;6309
08/10/2015;354;442;796;240;207;447;32;29;61;18;20;38;38;47;85;14;18;32;1;0;1;18;16;34;1895;1939;3834;441;387;828;128;99;227;3179;3204;6383
09/10/2015;414;449;863;221;221;442;24;48;72;24;22;46;22;30;52;10;7;17;0;1;1;14;13;27;2461;3197;5658;470;535;1005;155;143;298;3815;4666;8481
10/10/2015;263;234;497;161;133;294;22;41;63;13;10;23;15;35;50;17;16;33;0;0;0;8;11;19;2338;4775;7113;487;865;1352;120;137;257;3444;6257;9701
11/10/2015;193;156;349;76;40;116;19;4;23;6;13;19;18;15;33;12;2;14;0;0;0;27;2;29;2943;3145;6088;705;690;1395;101;88;189;4100;4155;8255
12/10/2015;145;188;333;73;83;156;11;10;21;14;5;19;13;8;21;7;0;7;0;0;0;12;1;13;5145;2499;7644;874;423;1297;112;68;180;6406;3285;9691
13/10/2015;354;400;754;203;224;427;30;46;76;23;19;42;38;46;84;9;12;21;0;0;0;15;5;20;2696;2206;4902;702;366;1068;163;139;302;4233;3463;7696
14/10/2015;344;368;712;227;216;443;34;34;68;16;13;29;17;38;55;11;15;26;1;1;2;13;10;23;1814;2022;3836;467;403;870;125;111;236;3069;3231;6300
15/10/2015;326;391;717;227;220;447;26;35;61;18;21;39;22;45;67;12;11;23;2;0;2;18;12;30;1883;1867;3750;404;349;753;130;142;272;3068;3093;6161
16/10/2015;366;382;748;188;196;384;19;46;65;21;24;45;31;42;73;18;9;27;0;0;0;24;9;33;2343;2401;4744;421;523;944;161;128;289;3592;3760;7352
17/10/2015;254;237;491;143;124;267;27;32;59;23;12;35;12;43;55;2;14;16;0;1;1;6;11;17;1968;2614;4582;518;723;1241;147;147;294;3100;3958;7058
18/10/2015;202;198;400;86;52;138;6;3;9;17;9;26;23;14;37;3;3;6;0;0;0;21;1;22;3062;2674;5736;675;566;1241;146;103;249;4241;3623;7864
19/10/2015;266;364;630;185;173;358;19;39;58;12;17;29;33;20;53;8;6;14;0;0;0;14;2;16;2082;2137;4219;733;360;1093;143;100;243;3495;3218;6713
20/10/2015;330;390;720;197;199;396;24;38;62;18;30;48;25;39;64;3;17;20;0;0;0;11;13;24;1775;1864;3639;463;350;813;122;93;215;2968;3033;6001
21/10/2015;357;388;745;207;193;400;33;34;67;13;20;33;36;36;72;13;7;20;0;0;0;15;8;23;1679;1819;3498;434;383;817;168;118;286;2955;3006;5961
22/10/2015;326;372;698;222;198;420;21;28;49;17;15;32;25;25;50;9;6;15;0;0;0;18;8;26;1827;1894;3721;399;320;719;129;121;250;2993;2987;5980
23/10/2015;373;397;770;229;211;440;29;36;65;26;26;52;14;37;51;12;13;25;0;0;0;19;5;24;2053;2380;4433;431;543;974;175;125;300;3361;3773;7134
24/10/2015;213;215;428;161;132;293;22;35;57;14;13;27;18;29;47;3;9;12;0;0;0;9;10;19;1726;2398;4124;517;659;1176;109;92;201;2792;3592;6384
25/10/2015;179;130;309;79;36;115;17;8;25;17;4;21;31;16;47;17;6;23;0;1;1;24;4;28;2843;2258;5101;784;593;1377;125;92;217;4116;3148;7264
26/10/2015;306;399;705;187;208;395;15;30;45;16;14;30;21;20;41;6;6;12;0;0;0;11;2;13;1920;1924;3844;715;387;1102;148;131;279;3345;3121;6466
27/10/2015;323;413;736;217;198;415;29;44;73;20;16;36;20;42;62;6;11;17;0;1;1;9;7;16;1648;1868;3516;402;344;746;126;113;239;2800;3057;5857
28/10/2015;374;393;767;228;187;415;26;33;59;22;24;46;24;41;65;15;10;25;0;0;0;12;3;15;1818;1889;3707;431;372;803;145;129;274;3095;3081;6176
29/10/2015;356;429;785;227;203;430;18;36;54;17;17;34;26;33;59;13;16;29;0;0;0;24;5;29;1922;1922;3844;447;369;816;140;129;269;3190;3159;6349
30/10/2015;316;345;661;218;211;429;34;48;82;33;19;52;21;26;47;6;19;25;1;1;2;10;3;13;2294;3336;5630;434;615;1049;150;135;285;3517;4758;8275
31/10/2015;264;242;506;155;140;295;28;40;68;20;16;36;10;35;45;5;9;14;1;0;1;10;10;20;2287;5356;7643;514;956;1470;133;146;279;3427;6950;10377
01/11/2015;134;116;250;44;38;82;9;5;14;10;9;19;24;18;42;9;4;13;0;0;0;22;3;25;2654;3487;6141;626;655;1281;129;112;241;3661;4447;8108
02/11/2015;171;201;372;65;80;145;11;11;22;10;5;15;25;11;36;11;0;11;0;0;0;14;3;17;7474;3433;10907;1148;592;1740;158;101;259;9087;4437;13524
03/11/2015;307;369;676;199;176;375;30;30;60;19;16;35;24;25;49;11;6;17;0;0;0;11;1;12;2664;2012;4676;849;396;1245;152;114;266;4266;3145;7411
04/11/2015;353;369;722;216;190;406;24;47;71;21;21;42;21;35;56;10;14;24;0;0;0;15;7;22;1822;1939;3761;480;381;861;130;129;259;3092;3132;6224
05/11/2015;337;411;748;229;204;433;23;41;64;18;24;42;20;35;55;20;12;32;0;0;0;15;8;23;1785;1814;3599;490;395;885;149;115;264;3086;3059;6145
06/11/2015;350;387;737;205;197;402;26;40;66;19;19;38;28;34;62;16;10;26;0;0;0;25;4;29;2176;2302;4478;498;507;1005;161;109;270;3504;3609;7113
07/11/2015;260;216;476;136;118;254;24;36;60;20;21;41;21;26;47;13;18;31;0;1;1;10;9;19;1932;2523;4455;495;674;1169;108;110;218;3019;3752;6771
08/11/2015;223;187;410;82;57;139;15;9;24;21;9;30;25;3;28;26;1;27;0;0;0;35;8;43;2732;2350;5082;732;532;1264;113;67;180;4004;3223;7227
09/11/2015;295;376;671;204;204;408;23;38;61;16;17;33;30;26;56;3;4;7;0;0;0;24;8;32;1947;2011;3958;691;400;1091;108;114;222;3341;3198;6539
10/11/2015;339;392;731;218;205;423;25;43;68;31;29;60;25;49;74;6;19;25;0;0;0;11;13;24;1623;1794;3417;450;386;836;133;130;263;2861;3060;5921
11/11/2015;362;374;736;197;174;371;30;46;76;25;32;57;30;35;65;11;12;23;0;0;0;20;12;32;1720;1829;3549;444;387;831;158;116;274;2997;3017;6014
12/11/2015;370;425;795;236;210;446;30;36;66;29;29;58;41;53;94;20;14;34;0;0;0;24;6;30;1957;1786;3743;447;390;837;119;130;249;3273;3079;6352
13/11/2015;337;393;730;224;199;423;25;41;66;23;32;55;30;32;62;8;12;20;0;0;0;18;10;28;2236;2344;4580;449;565;1014;136;128;264;3486;3756;7242
14/11/2015;222;229;451;165;120;285;17;17;34;17;16;33;19;22;41;9;3;12;0;0;0;22;7;29;1958;2883;4841;536;771;1307;135;118;253;3100;4186;7286
15/11/2015;207;176;383;92;51;143;19;16;35;19;8;27;29;15;44;11;9;20;0;0;0;29;2;31;3336;2541;5877;747;541;1288;152;85;237;4641;3444;8085
16/11/2015;314;378;692;204;209;413;30;31;61;20;14;34;25;23;48;10;10;20;1;0;1;18;8;26;2043;1987;4030;763;429;1192;146;106;252;3574;3195;6769
17/11/2015;360;429;789;239;217;456;17;31;48;18;23;41;28;47;75;10;16;26;0;0;0;26;10;36;1631;1849;3480;441;375;816;140;115;255;2910;3112;6022
18/11/2015;386;400;786;233;225;458;23;33;56;22;21;43;28;39;67;9;14;23;0;0;0;17;9;26;1746;1866;3612;445;360;805;176;112;288;3085;3079;6164
19/11/2015;385;469;854;252;249;501;22;26;48;16;18;34;27;45;72;13;11;24;0;0;0;11;11;22;1864;1823;3687;462;417;879;171;120;291;3223;3189;6412
20/11/2015;331;415;746;238;213;451;29;42;71;34;20;54;15;27;42;9;13;22;0;3;3;25;6;31;2158;2531;4689;459;552;1011;186;116;302;3484;3938;7422
21/11/2015;248;231;479;177;131;308;19;37;56;12;10;22;17;33;50;9;6;15;0;0;0;9;17;26;2046;2968;5014;602;841;1443;115;128;243;3254;4402;7656
22/11/2015;207;157;364;85;50;135;19;15;34;16;11;27;30;7;37;9;4;13;0;0;0;24;3;27;3542;2565;6107;913;627;1540;134;77;211;4979;3516;8495
23/11/2015;313;400;713;204;202;406;26;21;47;16;15;31;21;36;57;12;14;26;0;0;0;17;5;22;2042;1993;4035;711;374;1085;145;137;282;3507;3197;6704
24/11/2015;379;398;777;184;189;373;18;36;54;21;24;45;21;44;65;14;13;27;0;1;1;13;12;25;1609;1712;3321;453;360;813;142;125;267;2854;2914;5768
25/11/2015;385;402;787;199;206;405;34;42;76;19;12;31;22;27;49;11;14;25;0;0;0;20;9;29;1846;1823;3669;456;383;839;158;125;283;3150;3043;6193
26/11/2015;352;443;795;219;213;432;36;27;63;28;12;40;25;36;61;11;11;22;0;0;0;17;5;22;1894;1918;3812;440;373;813;136;122;258;3158;3160;6318
27/11/2015;374;410;784;208;201;409;35;39;74;19;19;38;15;39;54;5;19;24;0;1;1;8;12;20;2369;2504;4873;504;604;1108;185;141;326;3722;3989;7711
28/11/2015;197;227;424;164;141;305;31;23;54;6;17;23;19;15;34;7;3;10;1;0;1;20;12;32;2017;2846;4863;523;670;1193;125;113;238;3110;4067;7177
29/11/2015;214;172;386;88;44;132;21;13;34;12;7;19;17;12;29;4;3;7;0;0;0;13;5;18;3141;2498;5639;771;558;1329;120;71;191;4401;3383;7784
30/11/2015;291;362;653;184;215;399;28;32;60;21;12;33;21;17;38;8;11;19;0;1;1;12;7;19;2051;2073;4124;749;397;1146;125;126;251;3490;3253;6743
01/12/2015;297;325;622;185;198;383;31;40;71;18;22;40;25;35;60;19;8;27;0;0;0;20;15;35;1696;1875;3571;453;371;824;137;124;261;2881;3013;5894
02/12/2015;361;337;698;205;191;396;29;32;61;24;23;47;34;32;66;15;10;25;0;0;0;11;11;22;1921;1966;3887;471;408;879;155;122;277;3226;3132;6358
03/12/2015;334;400;734;213;200;413;40;38;78;28;17;45;24;38;62;11;9;20;0;0;0;25;8;33;1952;1911;3863;466;394;860;157;135;292;3250;3150;6400
04/12/2015;379;403;782;215;201;416;32;44;76;25;24;49;28;36;64;13;14;27;0;0;0;19;11;30;2412;2543;4955;511;615;1126;165;140;305;3799;4031;7830
05/12/2015;226;214;440;134;131;265;26;22;48;22;25;47;15;20;35;6;11;17;1;1;2;14;13;27;2194;3115;5309;605;766;1371;127;113;240;3370;4431;7801
06/12/2015;191;176;367;80;52;132;14;8;22;10;4;14;18;15;33;6;2;8;0;0;0;17;2;19;3500;2860;6360;927;667;1594;132;100;232;4895;3886;8781
07/12/2015;324;375;699;196;216;412;16;26;42;16;16;32;11;20;31;12;8;20;0;1;1;12;5;17;2188;2178;4366;742;382;1124;165;140;305;3682;3367;7049
08/12/2015;367;384;751;208;214;422;32;30;62;27;15;42;18;22;40;5;14;19;0;1;1;6;11;17;1922;2083;4005;502;404;906;144;119;263;3231;3297;6528
09/12/2015;379;385;764;228;229;457;36;32;68;21;23;44;18;42;60;7;7;14;0;1;1;9;9;18;2007;2011;4018;454;375;829;154;127;281;3313;3241;6554
10/12/2015;364;427;791;214;242;456;17;37;54;31;23;54;21;37;58;12;8;20;1;0;1;17;9;26;2079;2031;4110;423;373;796;128;123;251;3307;3310;6617
11/12/2015;357;381;738;224;225;449;27;37;64;20;26;46;25;33;58;9;7;16;0;0;0;15;16;31;2394;2652;5046;467;545;1012;149;139;288;3687;4061;7748
12/12/2015;253;254;507;165;132;297;26;20;46;16;18;34;20;40;60;7;7;14;0;0;0;8;8;16;2164;3224;5388;582;742;1324;140;127;267;3381;4572;7953
13/12/2015;295;233;528;91;68;159;22;9;31;18;16;34;15;18;33;4;7;11;0;0;0;17;4;21;3636;2832;6468;742;572;1314;156;125;281;4996;3884;8880
14/12/2015;357;397;754;192;223;415;32;35;67;23;31;54;13;26;39;5;7;12;1;0;1;16;7;23;2306;2306;4612;753;388;1141;138;124;262;3836;3544;7380
15/12/2015;343;394;737;196;230;426;28;42;70;19;19;38;21;34;55;9;10;19;0;1;1;12;17;29;1919;2064;3983;478;396;874;164;115;279;3189;3322;6511
16/12/2015;358;360;718;246;207;453;30;37;67;21;19;40;26;20;46;10;11;21;0;0;0;14;4;18;2059;2199;4258;437;378;815;175;132;307;3376;3367;6743
17/12/2015;382;412;794;255;249;504;24;23;47;13;12;25;26;25;51;11;9;20;0;0;0;18;4;22;2256;2402;4658;462;360;822;166;140;306;3613;3636;7249
18/12/2015;404;423;827;241;234;475;23;36;59;30;23;53;22;33;55;11;11;22;0;0;0;16;10;26;2493;2841;5334;533;576;1109;179;147;326;3952;4334;8286
19/12/2015;284;266;550;168;133;301;27;21;48;8;23;31;12;26;38;4;14;18;1;0;1;10;6;16;2500;3440;5940;553;745;1298;117;111;228;3684;4785;8469
20/12/2015;280;245;525;99;79;178;24;11;35;8;16;24;18;9;27;12;5;17;1;0;1;14;2;16;3724;3124;6848;853;610;1463;136;120;256;5169;4221;9390
21/12/2015;384;425;809;189;204;393;31;21;52;15;13;28;19;16;35;6;7;13;0;0;0;16;1;17;2504;2523;5027;703;386;1089;140;119;259;4007;3715;7722
22/12/2015;406;441;847;231;220;451;40;37;77;19;22;41;18;23;41;10;11;21;1;0;1;13;7;20;2381;2626;5007;510;445;955;143;117;260;3772;3949;7721
23/12/2015;458;489;947;276;238;514;38;38;76;13;16;29;13;33;46;9;10;19;0;0;0;10;5;15;2670;3643;6313;494;589;1083;167;146;313;4148;5207;9355
24/12/2015;296;413;709;141;146;287;24;27;51;12;14;26;13;20;33;3;5;8;0;0;0;10;5;15;2595;5462;8057;542;851;1393;149;145;294;3785;7088;10873
25/12/2015;278;110;388;50;31;81;10;5;15;3;7;10;4;3;7;3;1;4;0;0;0;7;5;12;2904;3091;5995;619;556;1175;107;82;189;3985;3891;7876
26/12/2015;173;205;378;69;64;133;12;13;25;4;6;10;4;21;25;1;3;4;0;0;0;1;1;2;3036;2855;5891;760;735;1495;90;107;197;4150;4010;8160
27/12/2015;200;170;370;81;65;146;11;24;35;7;11;18;11;10;21;6;3;9;0;0;0;5;0;5;5163;2855;8018;918;512;1430;125;81;206;6527;3731;10258
28/12/2015;369;405;774;214;195;409;28;27;55;15;9;24;13;15;28;6;4;10;0;1;1;3;0;3;2963;2366;5329;680;382;1062;130;110;240;4421;3514;7935
29/12/2015;381;380;761;231;197;428;23;25;48;25;13;38;19;22;41;6;13;19;0;1;1;6;4;10;2568;2417;4985;511;463;974;139;112;251;3909;3647;7556
